settingtask_id,task_id,task_type,staff_id,staff_category,department_id,scheduled_hours,actual_hours,scheduled_day,actual_day,status,is_active,is_started,q_perf,q_deadline,q_status,a_mn
270,270,backend,6,2,1,35,38,17,19,adopted_customer,False,False,1.0,1.0,1.0,1.0
271,271,backend,6,2,1,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
272,272,backend,6,2,1,24,23,12,11,adopted_customer,False,False,0.9583333333333334,0.9166666666666666,1.0,0.958
273,273,backend,6,2,1,32,35,16,17,adopted_customer,False,False,1.0,1.0,1.0,1.0
274,274,backend,6,2,1,30,29,15,14,adopted_customer,False,False,0.9666666666666667,0.9333333333333333,1.0,0.967
275,275,backend,6,2,1,26,24,13,12,adopted_customer,False,False,0.9230769230769231,0.9230769230769231,1.0,0.946
276,276,backend,6,2,1,38,38,19,19,adopted_customer,False,False,1.0,1.0,1.0,1.0
277,277,backend,6,2,1,20,18,10,9,adopted_customer,False,False,0.9,0.9,1.0,0.93
278,278,frontend,8,2,2,50,67,25,33,adopted_customer,False,False,1.0,1.0,1.0,1.0
279,279,frontend,8,2,2,42,40,21,20,adopted_customer,False,False,0.9523809523809523,0.9523809523809523,1.0,0.967
280,280,frontend,8,2,2,38,36,19,18,adopted_customer,False,False,0.9473684210526315,0.9473684210526315,1.0,0.963
281,281,frontend,8,2,2,35,23,17,11,adopted_customer,False,False,0.6571428571428571,0.6470588235294118,1.0,0.757
282,282,frontend,8,2,2,30,27,15,13,adopted_customer,False,False,0.9,0.8666666666666667,1.0,0.92
283,283,frontend,8,2,2,26,24,13,12,adopted_customer,False,False,0.9230769230769231,0.9230769230769231,1.0,0.946
284,284,frontend,8,2,2,28,40,14,20,adopted_customer,False,False,1.0,1.0,1.0,1.0
285,285,frontend,8,2,2,24,21,12,10,adopted_customer,False,False,0.875,0.8333333333333334,1.0,0.9
286,286,integration,24,2,3,44,46,22,23,adopted_customer,False,False,1.0,1.0,1.0,1.0
287,287,integration,24,2,3,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
288,288,integration,24,2,3,40,48,20,24,adopted_customer,False,False,1.0,1.0,1.0,1.0
289,289,integration,24,2,3,30,58,15,29,adopted_customer,False,False,1.0,1.0,1.0,1.0
290,290,integration,24,2,3,26,35,13,17,adopted_customer,False,False,1.0,1.0,1.0,1.0
291,291,integration,24,2,3,22,20,11,10,adopted_customer,False,False,0.9090909090909091,0.9090909090909091,1.0,0.936
292,292,integration,24,2,3,24,33,12,16,adopted_customer,False,False,1.0,1.0,1.0,1.0
293,293,database,50,2,4,48,45,24,22,adopted_customer,False,False,0.9375,0.9166666666666666,1.0,0.95
294,294,database,50,2,4,40,38,20,19,adopted_customer,False,False,0.95,0.95,1.0,0.965
295,295,database,50,2,4,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
296,296,database,50,2,4,28,36,14,18,adopted_customer,False,False,1.0,1.0,1.0,1.0
297,297,database,50,2,4,24,23,12,11,adopted_customer,False,False,0.9583333333333334,0.9166666666666666,1.0,0.958
298,298,database,50,2,4,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
299,299,database,50,2,4,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
300,300,database,50,2,4,30,29,15,14,adopted_customer,False,False,0.9666666666666667,0.9333333333333333,1.0,0.967
301,301,devops,23,2,5,46,44,23,22,adopted_customer,False,False,0.9565217391304348,0.9565217391304348,1.0,0.97
302,302,devops,23,2,5,42,39,21,19,adopted_customer,False,False,0.9285714285714286,0.9047619047619048,1.0,0.943
303,303,devops,23,2,5,35,33,17,16,adopted_customer,False,False,0.9428571428571428,0.9411764705882353,1.0,0.959
304,304,devops,23,2,5,38,36,19,18,adopted_customer,False,False,0.9473684210526315,0.9473684210526315,1.0,0.963
305,305,devops,23,2,5,30,29,15,14,adopted_customer,False,False,0.9666666666666667,0.9333333333333333,1.0,0.967
306,306,devops,23,2,5,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
307,307,ml_ai,15,2,6,34,32,17,16,adopted_customer,False,False,0.9411764705882353,0.9411764705882353,1.0,0.959
308,308,ml_ai,15,2,6,40,37,20,18,adopted_customer,False,False,0.925,0.9,1.0,0.94
309,309,ml_ai,15,2,6,32,29,16,14,adopted_customer,False,False,0.90625,0.875,1.0,0.925
310,310,ml_ai,15,2,6,30,38,15,19,adopted_customer,False,False,1.0,1.0,1.0,1.0
311,311,ml_ai,15,2,6,26,24,13,12,adopted_customer,False,False,0.9230769230769231,0.9230769230769231,1.0,0.946
312,312,ml_ai,15,2,6,24,32,12,16,adopted_customer,False,False,1.0,1.0,1.0,1.0
313,313,mobile,2,2,7,48,45,24,22,adopted_customer,False,False,0.9375,0.9166666666666666,1.0,0.95
314,314,mobile,2,2,7,40,37,20,18,adopted_customer,False,False,0.925,0.9,1.0,0.94
315,315,mobile,2,2,7,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
316,316,mobile,2,2,7,28,25,14,12,adopted_customer,False,False,0.8928571428571429,0.8571428571428571,1.0,0.914
317,317,mobile,2,2,7,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
318,318,testing,32,2,8,35,42,17,21,adopted_customer,False,False,1.0,1.0,1.0,1.0
319,319,testing,32,2,8,38,36,19,18,adopted_customer,False,False,0.9473684210526315,0.9473684210526315,1.0,0.963
320,320,testing,32,2,8,28,36,14,18,adopted_customer,False,False,1.0,1.0,1.0,1.0
321,321,testing,32,2,8,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
322,322,testing,32,2,8,24,43,12,21,adopted_customer,False,False,1.0,1.0,1.0,1.0
323,323,ux_ui,34,2,9,42,40,21,20,adopted_customer,False,False,0.9523809523809523,0.9523809523809523,1.0,0.967
324,324,ux_ui,34,2,9,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
325,325,ux_ui,34,2,9,30,48,15,24,adopted_customer,False,False,1.0,1.0,1.0,1.0
326,326,ux_ui,34,2,9,28,45,14,22,adopted_customer,False,False,1.0,1.0,1.0,1.0
327,327,ux_ui,34,2,9,32,30,16,15,adopted_customer,False,False,0.9375,0.9375,1.0,0.956
328,328,documentation,53,2,10,24,42,12,21,adopted_customer,False,False,1.0,1.0,1.0,1.0
329,329,documentation,53,2,10,20,18,10,9,adopted_customer,False,False,0.9,0.9,1.0,0.93
330,330,documentation,53,2,10,18,17,9,8,adopted_customer,False,False,0.9444444444444444,0.8888888888888888,1.0,0.944
331,331,documentation,53,2,10,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
332,332,architecture,44,2,11,46,44,23,22,adopted_customer,False,False,0.9565217391304348,0.9565217391304348,1.0,0.97
333,333,architecture,44,2,11,40,38,20,19,adopted_customer,False,False,0.95,0.95,1.0,0.965
334,334,architecture,44,2,11,36,45,18,22,adopted_customer,False,False,1.0,1.0,1.0,1.0
335,335,architecture,44,2,11,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
336,336,backend,6,2,1,145,173,72,86,adopted_customer,False,False,1.0,1.0,1.0,1.0
337,337,backend,6,2,1,38,35,19,17,adopted_customer,False,False,0.9210526315789473,0.8947368421052632,1.0,0.937
338,338,backend,6,2,1,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
339,339,backend,6,2,1,35,13,17,6,adopted_customer,False,False,0.37142857142857144,0.35294117647058826,1.0,0.554
340,340,backend,6,2,1,40,37,20,18,adopted_customer,False,False,0.925,0.9,1.0,0.94
341,341,backend,6,2,1,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
342,342,backend,6,2,1,25,22,12,11,adopted_customer,False,False,0.88,0.9166666666666666,1.0,0.927
343,343,backend,6,2,1,18,27,9,13,adopted_customer,False,False,1.0,1.0,1.0,1.0
344,344,backend,6,2,1,32,31,16,15,adopted_customer,False,False,0.96875,0.9375,1.0,0.969
345,345,frontend,8,2,2,140,248,70,124,adopted_customer,False,False,1.0,1.0,1.0,1.0
346,346,frontend,8,2,2,36,33,18,16,adopted_customer,False,False,0.9166666666666666,0.8888888888888888,1.0,0.933
347,347,frontend,8,2,2,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
348,348,frontend,8,2,2,20,49,10,24,adopted_customer,False,False,1.0,1.0,1.0,1.0
349,349,frontend,8,2,2,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
350,350,frontend,8,2,2,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
351,351,frontend,8,2,2,34,42,17,21,adopted_customer,False,False,1.0,1.0,1.0,1.0
352,352,frontend,8,2,2,24,43,12,21,adopted_customer,False,False,1.0,1.0,1.0,1.0
353,353,integration,24,2,3,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
354,354,integration,24,2,3,32,31,16,15,adopted_customer,False,False,0.96875,0.9375,1.0,0.969
355,355,integration,24,2,3,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
356,356,integration,24,2,3,20,49,10,24,adopted_customer,False,False,1.0,1.0,1.0,1.0
357,357,integration,24,2,3,25,24,12,12,adopted_customer,False,False,0.96,1.0,1.0,0.984
358,358,integration,24,2,3,26,24,13,12,adopted_customer,False,False,0.9230769230769231,0.9230769230769231,1.0,0.946
359,359,database,50,2,4,34,33,17,16,adopted_customer,False,False,0.9705882352941176,0.9411764705882353,1.0,0.971
360,360,database,50,2,4,28,36,14,18,adopted_customer,False,False,1.0,1.0,1.0,1.0
361,361,database,50,2,4,24,32,12,16,adopted_customer,False,False,1.0,1.0,1.0,1.0
362,362,database,50,2,4,22,20,11,10,adopted_customer,False,False,0.9090909090909091,0.9090909090909091,1.0,0.936
363,363,database,50,2,4,18,17,9,8,adopted_customer,False,False,0.9444444444444444,0.8888888888888888,1.0,0.944
364,364,database,50,2,4,26,24,13,12,adopted_customer,False,False,0.9230769230769231,0.9230769230769231,1.0,0.946
365,365,devops,23,2,5,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
366,366,devops,23,2,5,30,38,15,19,adopted_customer,False,False,1.0,1.0,1.0,1.0
367,367,devops,23,2,5,26,24,13,12,adopted_customer,False,False,0.9230769230769231,0.9230769230769231,1.0,0.946
368,368,devops,23,2,5,24,22,12,11,adopted_customer,False,False,0.9166666666666666,0.9166666666666666,1.0,0.942
369,369,devops,23,2,5,22,31,11,15,adopted_customer,False,False,1.0,1.0,1.0,1.0
370,370,ml_ai,15,2,6,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
371,371,ml_ai,15,2,6,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
372,372,ml_ai,15,2,6,34,22,17,11,adopted_customer,False,False,0.6470588235294118,0.6470588235294118,1.0,0.753
373,373,ml_ai,15,2,6,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
374,374,mobile,2,2,7,40,38,20,19,adopted_customer,False,False,0.95,0.95,1.0,0.965
375,375,mobile,2,2,7,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
376,376,mobile,2,2,7,18,17,9,8,adopted_customer,False,False,0.9444444444444444,0.8888888888888888,1.0,0.944
377,377,mobile,2,2,7,20,28,10,14,adopted_customer,False,False,1.0,1.0,1.0,1.0
378,378,testing,32,2,8,126,124,63,62,adopted_customer,False,False,0.9841269841269841,0.9841269841269841,1.0,0.989
379,379,testing,32,2,8,24,22,12,11,adopted_customer,False,False,0.9166666666666666,0.9166666666666666,1.0,0.942
380,380,testing,32,2,8,20,18,10,9,adopted_customer,False,False,0.9,0.9,1.0,0.93
381,381,testing,32,2,8,22,5,11,2,adopted_customer,False,False,0.22727272727272727,0.18181818181818182,1.0,0.445
382,382,ux_ui,34,2,9,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
383,383,ux_ui,34,2,9,24,22,12,11,adopted_customer,False,False,0.9166666666666666,0.9166666666666666,1.0,0.942
384,384,ux_ui,34,2,9,29,40,14,20,adopted_customer,False,False,1.0,1.0,1.0,1.0
385,385,ux_ui,34,2,9,20,19,10,9,adopted_customer,False,False,0.95,0.9,1.0,0.95
386,386,documentation,53,2,10,18,17,9,8,adopted_customer,False,False,0.9444444444444444,0.8888888888888888,1.0,0.944
387,387,documentation,53,2,10,20,18,10,9,adopted_customer,False,False,0.9,0.9,1.0,0.93
388,388,documentation,53,2,10,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
389,389,architecture,44,2,11,40,38,20,19,adopted_customer,False,False,0.95,0.95,1.0,0.965
390,390,architecture,44,2,11,38,35,19,17,adopted_customer,False,False,0.9210526315789473,0.8947368421052632,1.0,0.937
391,391,architecture,44,2,11,30,58,15,29,adopted_customer,False,False,1.0,1.0,1.0,1.0
392,392,backend,6,2,1,42,71,21,35,adopted_customer,False,False,1.0,1.0,1.0,1.0
393,393,backend,6,2,1,40,38,20,19,adopted_customer,False,False,0.95,0.95,1.0,0.965
394,394,backend,6,2,1,38,37,19,18,adopted_customer,False,False,0.9736842105263158,0.9473684210526315,1.0,0.974
395,395,backend,6,2,1,45,43,22,21,adopted_customer,False,False,0.9555555555555556,0.9545454545454546,1.0,0.969
396,396,backend,6,2,1,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
397,397,backend,6,2,1,32,30,16,15,adopted_customer,False,False,0.9375,0.9375,1.0,0.956
398,398,backend,6,2,1,34,32,17,16,adopted_customer,False,False,0.9411764705882353,0.9411764705882353,1.0,0.959
399,399,backend,6,2,1,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
400,400,backend,6,2,1,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
401,401,backend,6,2,1,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
402,402,backend,6,2,1,33,32,16,16,adopted_customer,False,False,0.9696969696969697,1.0,1.0,0.988
403,403,backend,6,2,1,40,39,20,19,adopted_customer,False,False,0.975,0.95,1.0,0.975
404,404,backend,6,2,1,35,33,17,16,adopted_customer,False,False,0.9428571428571428,0.9411764705882353,1.0,0.959
405,405,backend,6,2,1,31,29,15,14,adopted_customer,False,False,0.9354838709677419,0.9333333333333333,1.0,0.954
406,406,backend,6,2,1,29,127,14,63,adopted_customer,False,False,1.0,1.0,1.0,1.0
407,407,backend,6,2,1,25,23,12,11,adopted_customer,False,False,0.92,0.9166666666666666,1.0,0.943
408,408,frontend,8,2,2,140,38,70,19,adopted_customer,False,False,0.2714285714285714,0.2714285714285714,1.0,0.49
409,409,frontend,8,2,2,36,44,18,22,adopted_customer,False,False,1.0,1.0,1.0,1.0
410,410,frontend,8,2,2,28,27,14,13,adopted_customer,False,False,0.9642857142857143,0.9285714285714286,1.0,0.964
411,411,frontend,8,2,2,24,43,12,21,adopted_customer,False,False,1.0,1.0,1.0,1.0
412,412,frontend,8,2,2,30,29,15,14,adopted_customer,False,False,0.9666666666666667,0.9333333333333333,1.0,0.967
413,413,frontend,8,2,2,26,35,13,17,adopted_customer,False,False,1.0,1.0,1.0,1.0
414,414,frontend,8,2,2,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
415,415,frontend,8,2,2,120,169,60,84,adopted_customer,False,False,1.0,1.0,1.0,1.0
416,416,frontend,8,2,2,34,33,17,16,adopted_customer,False,False,0.9705882352941176,0.9411764705882353,1.0,0.971
417,417,frontend,8,2,2,28,36,14,18,adopted_customer,False,False,1.0,1.0,1.0,1.0
418,418,frontend,8,2,2,18,17,9,8,adopted_customer,False,False,0.9444444444444444,0.8888888888888888,1.0,0.944
419,419,frontend,8,2,2,23,32,11,16,adopted_customer,False,False,1.0,1.0,1.0,1.0
420,420,frontend,8,2,2,219,118,109,59,adopted_customer,False,False,0.5388127853881278,0.5412844036697247,1.0,0.678
421,421,frontend,8,2,2,25,24,12,12,adopted_customer,False,False,0.96,1.0,1.0,0.984
422,422,frontend,8,2,2,27,46,13,23,adopted_customer,False,False,1.0,1.0,1.0,1.0
423,423,frontend,8,2,2,32,30,16,15,adopted_customer,False,False,0.9375,0.9375,1.0,0.956
424,424,frontend,8,2,2,21,20,10,10,adopted_customer,False,False,0.9523809523809523,1.0,1.0,0.981
425,425,integration,24,2,3,40,70,20,35,adopted_customer,False,False,1.0,1.0,1.0,1.0
426,426,integration,24,2,3,34,33,17,16,adopted_customer,False,False,0.9705882352941176,0.9411764705882353,1.0,0.971
427,427,integration,24,2,3,32,30,16,15,adopted_customer,False,False,0.9375,0.9375,1.0,0.956
428,428,integration,24,2,3,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
429,429,integration,24,2,3,26,24,13,12,adopted_customer,False,False,0.9230769230769231,0.9230769230769231,1.0,0.946
430,430,integration,24,2,3,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
431,431,integration,24,2,3,24,93,12,46,adopted_customer,False,False,1.0,1.0,1.0,1.0
432,432,integration,24,2,3,18,17,9,8,adopted_customer,False,False,0.9444444444444444,0.8888888888888888,1.0,0.944
433,433,database,50,2,4,38,36,19,18,adopted_customer,False,False,0.9473684210526315,0.9473684210526315,1.0,0.963
434,434,database,50,2,4,32,30,16,15,adopted_customer,False,False,0.9375,0.9375,1.0,0.956
435,435,database,50,2,4,28,27,14,13,adopted_customer,False,False,0.9642857142857143,0.9285714285714286,1.0,0.964
436,436,database,50,2,4,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
437,437,database,50,2,4,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
438,438,database,50,2,4,24,52,12,26,adopted_customer,False,False,1.0,1.0,1.0,1.0
439,439,database,50,2,4,20,19,10,9,adopted_customer,False,False,0.95,0.9,1.0,0.95
440,440,database,50,2,4,25,23,12,11,adopted_customer,False,False,0.92,0.9166666666666666,1.0,0.943
441,441,devops,23,2,5,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
442,442,devops,23,2,5,30,48,15,24,adopted_customer,False,False,1.0,1.0,1.0,1.0
443,443,devops,23,2,5,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
444,444,devops,23,2,5,24,23,12,11,adopted_customer,False,False,0.9583333333333334,0.9166666666666666,1.0,0.958
445,445,devops,23,2,5,32,40,16,20,adopted_customer,False,False,1.0,1.0,1.0,1.0
446,446,devops,23,2,5,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
447,447,ux_ui,34,2,9,28,37,14,18,adopted_customer,False,False,1.0,1.0,1.0,1.0
448,448,ux_ui,34,2,9,126,215,63,107,adopted_customer,False,False,1.0,1.0,1.0,1.0
449,449,ux_ui,34,2,9,24,22,12,11,adopted_customer,False,False,0.9166666666666666,0.9166666666666666,1.0,0.942
450,450,ux_ui,34,2,9,20,39,10,19,adopted_customer,False,False,1.0,1.0,1.0,1.0
451,451,ux_ui,34,2,9,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
452,452,ux_ui,34,2,9,18,37,9,18,adopted_customer,False,False,1.0,1.0,1.0,1.0
453,453,testing,32,2,8,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
454,454,testing,32,2,8,24,22,12,11,adopted_customer,False,False,0.9166666666666666,0.9166666666666666,1.0,0.942
455,455,testing,32,2,8,22,20,11,10,adopted_customer,False,False,0.9090909090909091,0.9090909090909091,1.0,0.936
456,456,testing,32,2,8,20,18,10,9,adopted_customer,False,False,0.9,0.9,1.0,0.93
457,457,testing,32,2,8,18,17,9,8,adopted_customer,False,False,0.9444444444444444,0.8888888888888888,1.0,0.944
458,458,backend,6,2,1,42,51,21,25,adopted_customer,False,False,1.0,1.0,1.0,1.0
459,459,backend,6,2,1,40,38,20,19,adopted_customer,False,False,0.95,0.95,1.0,0.965
460,460,backend,6,2,1,38,37,19,18,adopted_customer,False,False,0.9736842105263158,0.9473684210526315,1.0,0.974
461,461,backend,6,2,1,45,43,22,21,adopted_customer,False,False,0.9555555555555556,0.9545454545454546,1.0,0.969
462,462,backend,6,2,1,36,54,18,27,adopted_customer,False,False,1.0,1.0,1.0,1.0
463,463,backend,6,2,1,32,30,16,15,adopted_customer,False,False,0.9375,0.9375,1.0,0.956
464,464,backend,6,2,1,34,32,17,16,adopted_customer,False,False,0.9411764705882353,0.9411764705882353,1.0,0.959
465,465,backend,6,2,1,28,36,14,18,adopted_customer,False,False,1.0,1.0,1.0,1.0
466,466,backend,6,2,1,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
467,467,backend,6,2,1,22,51,11,25,adopted_customer,False,False,1.0,1.0,1.0,1.0
468,468,backend,6,2,1,33,32,16,16,adopted_customer,False,False,0.9696969696969697,1.0,1.0,0.988
469,469,backend,6,2,1,40,39,20,19,adopted_customer,False,False,0.975,0.95,1.0,0.975
470,470,backend,6,2,1,35,33,17,16,adopted_customer,False,False,0.9428571428571428,0.9411764705882353,1.0,0.959
471,471,backend,6,2,1,31,59,15,29,adopted_customer,False,False,1.0,1.0,1.0,1.0
472,472,backend,6,2,1,29,27,14,13,adopted_customer,False,False,0.9310344827586207,0.9285714285714286,1.0,0.951
473,473,backend,6,2,1,25,53,12,26,adopted_customer,False,False,1.0,1.0,1.0,1.0
474,474,frontend,8,2,2,40,28,20,14,adopted_customer,False,False,0.7,0.7,1.0,0.79
475,475,frontend,8,2,2,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
476,476,frontend,8,2,2,28,27,14,13,adopted_customer,False,False,0.9642857142857143,0.9285714285714286,1.0,0.964
477,477,frontend,8,2,2,24,23,12,11,adopted_customer,False,False,0.9583333333333334,0.9166666666666666,1.0,0.958
478,478,frontend,8,2,2,30,29,15,14,adopted_customer,False,False,0.9666666666666667,0.9333333333333333,1.0,0.967
479,479,frontend,8,2,2,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
480,480,frontend,8,2,2,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
481,481,frontend,8,2,2,20,29,10,14,adopted_customer,False,False,1.0,1.0,1.0,1.0
482,482,frontend,8,2,2,34,33,17,16,adopted_customer,False,False,0.9705882352941176,0.9411764705882353,1.0,0.971
483,483,frontend,8,2,2,28,26,14,13,adopted_customer,False,False,0.9285714285714286,0.9285714285714286,1.0,0.95
484,484,frontend,8,2,2,18,17,9,8,adopted_customer,False,False,0.9444444444444444,0.8888888888888888,1.0,0.944
485,485,frontend,8,2,2,23,22,11,11,adopted_customer,False,False,0.9565217391304348,1.0,1.0,0.983
486,486,frontend,8,2,2,19,28,9,14,adopted_customer,False,False,1.0,1.0,1.0,1.0
487,487,frontend,8,2,2,25,24,12,12,adopted_customer,False,False,0.96,1.0,1.0,0.984
488,488,frontend,8,2,2,27,26,13,13,adopted_customer,False,False,0.9629629629629629,1.0,1.0,0.985
489,489,frontend,8,2,2,32,40,16,20,adopted_customer,False,False,1.0,1.0,1.0,1.0
490,490,frontend,8,2,2,21,20,10,10,adopted_customer,False,False,0.9523809523809523,1.0,1.0,0.981
491,491,integration,24,2,3,40,29,20,14,adopted_customer,False,False,0.725,0.7,1.0,0.8
492,492,integration,24,2,3,34,33,17,16,adopted_customer,False,False,0.9705882352941176,0.9411764705882353,1.0,0.971
493,493,integration,24,2,3,32,30,16,15,adopted_customer,False,False,0.9375,0.9375,1.0,0.956
494,494,integration,24,2,3,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
495,495,integration,24,2,3,26,24,13,12,adopted_customer,False,False,0.9230769230769231,0.9230769230769231,1.0,0.946
496,496,integration,24,2,3,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
497,497,integration,24,2,3,24,43,12,21,adopted_customer,False,False,1.0,1.0,1.0,1.0
498,498,integration,24,2,3,118,147,59,73,adopted_customer,False,False,1.0,1.0,1.0,1.0
499,499,database,50,2,4,38,46,19,23,adopted_customer,False,False,1.0,1.0,1.0,1.0
500,500,database,50,2,4,132,140,66,70,adopted_customer,False,False,1.0,1.0,1.0,1.0
501,501,database,50,2,4,28,27,14,13,adopted_customer,False,False,0.9642857142857143,0.9285714285714286,1.0,0.964
502,502,database,50,2,4,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
503,503,database,50,2,4,22,21,11,10,adopted_customer,False,False,0.9545454545454546,0.9090909090909091,1.0,0.955
504,504,database,50,2,4,24,22,12,11,adopted_customer,False,False,0.9166666666666666,0.9166666666666666,1.0,0.942
505,505,database,50,2,4,120,219,60,109,adopted_customer,False,False,1.0,1.0,1.0,1.0
506,506,database,50,2,4,25,13,12,6,adopted_customer,False,False,0.52,0.5,1.0,0.658
507,507,devops,23,2,5,36,34,18,17,adopted_customer,False,False,0.9444444444444444,0.9444444444444444,1.0,0.961
508,508,devops,23,2,5,30,28,15,14,adopted_customer,False,False,0.9333333333333333,0.9333333333333333,1.0,0.953
509,509,devops,23,2,5,28,36,14,18,adopted_customer,False,False,1.0,1.0,1.0,1.0
510,510,devops,23,2,5,24,23,12,11,adopted_customer,False,False,0.9583333333333334,0.9166666666666666,1.0,0.958
511,511,devops,23,2,5,32,30,16,15,adopted_customer,False,False,0.9375,0.9375,1.0,0.956
512,512,devops,23,2,5,26,35,13,17,adopted_customer,False,False,1.0,1.0,1.0,1.0
513,513,ux_ui,34,2,9,28,27,14,13,adopted_customer,False,False,0.9642857142857143,0.9285714285714286,1.0,0.964
514,514,ux_ui,34,2,9,26,25,13,12,adopted_customer,False,False,0.9615384615384616,0.9230769230769231,1.0,0.962
515,515,ux_ui,34,2,9,24,22,12,11,adopted_customer,False,False,0.9166666666666666,0.9166666666666666,1.0,0.942
516,516,ux_ui,34,2,9,120,139,60,69,adopted_customer,False,False,1.0,1.0,1.0,1.0
517,517,ux_ui,34,2,9,22,26,11,13,adopted_customer,False,False,1.0,1.0,1.0,1.0
518,518,ux_ui,34,2,9,18,5,9,2,adopted_customer,False,False,0.2777777777777778,0.2222222222222222,1.0,0.478
